menu_item,category_item,class_item,,month ,year,month ,year
Classic Fish Sandwich Deluxe Meal,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Family Meal,Fish Sandwich,Fish,,,,,
Grilled Classic Fish Sandwich,Fish Sandwich,Fish,,,,,
Fried Classic Fish Sandwich,Fish Sandwich,Fish,,,,,
Baked Classic Fish Sandwich,Fish Sandwich,Fish,,,,,
Fresh Classic Fish Sandwich,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich on Sesame Bun,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich on Brioche,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich on Whole Wheat,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich on Sourdough,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Combo Small,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Value Meal Small,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Combo Medium,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Value Meal Medium,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Combo Large,Fish Sandwich,Fish,,,,,
Classic Fish Sandwich Value Meal Large,Fish Sandwich,Fish,,,,,
Grilled Fish Fillet,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Small,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Medium,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Large,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Extra Large,Fish Fillet,Fish,,,,,
Grilled Fish Fillet King Size,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Family Size,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Combo,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Value Meal,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Family Meal,Fish Fillet,Fish,,,,,
Grilled Grilled Fish Fillet,Fish Fillet,Fish,,,,,
Fried Grilled Fish Fillet,Fish Fillet,Fish,,,,,
Baked Grilled Fish Fillet,Fish Fillet,Fish,,,,,
Fresh Grilled Fish Fillet,Fish Fillet,Fish,,,,,
Grilled Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,
Grilled Fish Fillet on Brioche,Fish Fillet,Fish,,,,,
Grilled Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,
Grilled Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Combo Small,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Combo Large,Fish Fillet,Fish,,,,,
Grilled Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,
Battered Fish Fillet,Fish Fillet,Fish,,,,,
Battered Fish Fillet Small,Fish Fillet,Fish,,,,,
Battered Fish Fillet Medium,Fish Fillet,Fish,,,,,
Battered Fish Fillet Large,Fish Fillet,Fish,,,,,
Battered Fish Fillet Extra Large,Fish Fillet,Fish,,,,,
Battered Fish Fillet King Size,Fish Fillet,Fish,,,,,
Battered Fish Fillet Family Size,Fish Fillet,Fish,,,,,
Battered Fish Fillet Combo,Fish Fillet,Fish,,,,,
Battered Fish Fillet Value Meal,Fish Fillet,Fish,,,,,
Battered Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,
Battered Fish Fillet Family Meal,Fish Fillet,Fish,,,,,
Grilled Battered Fish Fillet,Fish Fillet,Fish,,,,,
Fried Battered Fish Fillet,Fish Fillet,Fish,,,,,
Baked Battered Fish Fillet,Fish Fillet,Fish,,,,,
Fresh Battered Fish Fillet,Fish Fillet,Fish,,,,,
Battered Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,
Battered Fish Fillet on Brioche,Fish Fillet,Fish,,,,,
Battered Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,
Battered Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,
Battered Fish Fillet Combo Small,Fish Fillet,Fish,,,,,
Battered Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,
Battered Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,
Battered Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,
Battered Fish Fillet Combo Large,Fish Fillet,Fish,,,,,
Battered Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,
Cajun Fish Fillet,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Small,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Medium,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Large,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Extra Large,Fish Fillet,Fish,,,,,
Cajun Fish Fillet King Size,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Family Size,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Combo,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Value Meal,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Family Meal,Fish Fillet,Fish,,,,,
Grilled Cajun Fish Fillet,Fish Fillet,Fish,,,,,
Fried Cajun Fish Fillet,Fish Fillet,Fish,,,,,
Baked Cajun Fish Fillet,Fish Fillet,Fish,,,,,
Fresh Cajun Fish Fillet,Fish Fillet,Fish,,,,,
Cajun Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,
Cajun Fish Fillet on Brioche,Fish Fillet,Fish,,,,,
Cajun Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,
Cajun Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Combo Small,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Combo Large,Fish Fillet,Fish,,,,,
Cajun Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,
Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger Extra Large,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger King Size,Veggie Burger,Vegetables,,,,,
Plant-Based Veggie Burger Family Size,Veggie Burger,Vegetables,,,,,
Grilled Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,
Fried Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,
Baked Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,
Fresh Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,
Grilled Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Fried Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Grilled Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Fried Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Grilled Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Fried Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger Extra Large,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger King Size,Veggie Burger,Vegetables,,,,,
Garden Veggie Burger Family Size,Veggie Burger,Vegetables,,,,,
Grilled Garden Veggie Burger,Veggie Burger,Vegetables,,,,,
Fried Garden Veggie Burger,Veggie Burger,Vegetables,,,,,
Baked Garden Veggie Burger,Veggie Burger,Vegetables,,,,,
Fresh Garden Veggie Burger,Veggie Burger,Vegetables,,,,,
Grilled Garden Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Fried Garden Veggie Burger Small,Veggie Burger,Vegetables,,,,,
Grilled Garden Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Fried Garden Veggie Burger Medium,Veggie Burger,Vegetables,,,,,
Grilled Garden Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Fried Garden Veggie Burger Large,Veggie Burger,Vegetables,,,,,
Garden Salad,Salad,Vegetables,,,,,
Garden Salad Small,Salad,Vegetables,,,,,
Garden Salad Medium,Salad,Vegetables,,,,,
Garden Salad Large,Salad,Vegetables,,,,,
Garden Salad Extra Large,Salad,Vegetables,,,,,
Garden Salad King Size,Salad,Vegetables,,,,,
Garden Salad Family Size,Salad,Vegetables,,,,,
Grilled Garden Salad,Salad,Vegetables,,,,,
Fried Garden Salad,Salad,Vegetables,,,,,
Baked Garden Salad,Salad,Vegetables,,,,,
Fresh Garden Salad,Salad,Vegetables,,,,,
Grilled Garden Salad Small,Salad,Vegetables,,,,,
Fried Garden Salad Small,Salad,Vegetables,,,,,
Grilled Garden Salad Medium,Salad,Vegetables,,,,,
Fried Garden Salad Medium,Salad,Vegetables,,,,,
Grilled Garden Salad Large,Salad,Vegetables,,,,,
Fried Garden Salad Large,Salad,Vegetables,,,,,
Caesar Salad,Salad,Vegetables,,,,,
Caesar Salad Small,Salad,Vegetables,,,,,
Caesar Salad Medium,Salad,Vegetables,,,,,
Caesar Salad Large,Salad,Vegetables,,,,,
Caesar Salad Extra Large,Salad,Vegetables,,,,,
Caesar Salad King Size,Salad,Vegetables,,,,,
Caesar Salad Family Size,Salad,Vegetables,,,,,
Grilled Caesar Salad,Salad,Vegetables,,,,,
Fried Caesar Salad,Salad,Vegetables,,,,,
Baked Caesar Salad,Salad,Vegetables,,,,,
Fresh Caesar Salad,Salad,Vegetables,,,,,
Grilled Caesar Salad Small,Salad,Vegetables,,,,,
Fried Caesar Salad Small,Salad,Vegetables,,,,,
Grilled Caesar Salad Medium,Salad,Vegetables,,,,,
Fried Caesar Salad Medium,Salad,Vegetables,,,,,
Grilled Caesar Salad Large,Salad,Vegetables,,,,,
Fried Caesar Salad Large,Salad,Vegetables,,,,,
Chicken Caesar Salad,Salad,Vegetables,,,,,
Chicken Caesar Salad Small,Salad,Vegetables,,,,,
Chicken Caesar Salad Medium,Salad,Vegetables,,,,,
Chicken Caesar Salad Large,Salad,Vegetables,,,,,
Chicken Caesar Salad Extra Large,Salad,Vegetables,,,,,
Chicken Caesar Salad King Size,Salad,Vegetables,,,,,
Chicken Caesar Salad Family Size,Salad,Vegetables,,,,,
Grilled Chicken Caesar Salad,Salad,Vegetables,,,,,
Fried Chicken Caesar Salad,Salad,Vegetables,,,,,
Baked Chicken Caesar Salad,Salad,Vegetables,,,,,
Fresh Chicken Caesar Salad,Salad,Vegetables,,,,,
Grilled Chicken Caesar Salad Small,Salad,Vegetables,,,,,
Fried Chicken Caesar Salad Small,Salad,Vegetables,,,,,
Grilled Chicken Caesar Salad Medium,Salad,Vegetables,,,,,
Fried Chicken Caesar Salad Medium,Salad,Vegetables,,,,,
Grilled Chicken Caesar Salad Large,Salad,Vegetables,,,,,
Fried Chicken Caesar Salad Large,Salad,Vegetables,,,,,
Apple Pecan Salad,Salad,Vegetables,,,,,
Apple Pecan Salad Small,Salad,Vegetables,,,,,
Apple Pecan Salad Medium,Salad,Vegetables,,,,,
Apple Pecan Salad Large,Salad,Vegetables,,,,,
Apple Pecan Salad Extra Large,Salad,Vegetables,,,,,
Apple Pecan Salad King Size,Salad,Vegetables,,,,,
Apple Pecan Salad Family Size,Salad,Vegetables,,,,,
Grilled Apple Pecan Salad,Salad,Vegetables,,,,,
Fried Apple Pecan Salad,Salad,Vegetables,,,,,
Baked Apple Pecan Salad,Salad,Vegetables,,,,,
Fresh Apple Pecan Salad,Salad,Vegetables,,,,,
Grilled Apple Pecan Salad Small,Salad,Vegetables,,,,,
Fried Apple Pecan Salad Small,Salad,Vegetables,,,,,
Grilled Apple Pecan Salad Medium,Salad,Vegetables,,,,,
Fried Apple Pecan Salad Medium,Salad,Vegetables,,,,,
Grilled Apple Pecan Salad Large,Salad,Vegetables,,,,,
Fried Apple Pecan Salad Large,Salad,Vegetables,,,,,
Southwest Avocado Salad,Salad,Vegetables,,,,,
Southwest Avocado Salad Small,Salad,Vegetables,,,,,
Southwest Avocado Salad Medium,Salad,Vegetables,,,,,
Southwest Avocado Salad Large,Salad,Vegetables,,,,,
Southwest Avocado Salad Extra Large,Salad,Vegetables,,,,,
Southwest Avocado Salad King Size,Salad,Vegetables,,,,,
Southwest Avocado Salad Family Size,Salad,Vegetables,,,,,
Grilled Southwest Avocado Salad,Salad,Vegetables,,,,,
Fried Southwest Avocado Salad,Salad,Vegetables,,,,,
Baked Southwest Avocado Salad,Salad,Vegetables,,,,,
Fresh Southwest Avocado Salad,Salad,Vegetables,,,,,
Grilled Southwest Avocado Salad Small,Salad,Vegetables,,,,,
Fried Southwest Avocado Salad Small,Salad,Vegetables,,,,,
Grilled Southwest Avocado Salad Medium,Salad,Vegetables,,,,,
Fried Southwest Avocado Salad Medium,Salad,Vegetables,,,,,
Grilled Southwest Avocado Salad Large,Salad,Vegetables,,,,,
Fried Southwest Avocado Salad Large,Salad,Vegetables,,,,,
Coleslaw Sides,Sides,Vegetables,,,,,
Coleslaw Sides Small,Sides,Vegetables,,,,,
Coleslaw Sides Medium,Sides,Vegetables,,,,,
Coleslaw Sides Large,Sides,Vegetables,,,,,
Coleslaw Sides Extra Large,Sides,Vegetables,,,,,
Coleslaw Sides King Size,Sides,Vegetables,,,,,
Coleslaw Sides Family Size,Sides,Vegetables,,,,,
Grilled Coleslaw Sides,Sides,Vegetables,,,,,
Fried Coleslaw Sides,Sides,Vegetables,,,,,
Baked Coleslaw Sides,Sides,Vegetables,,,,,
Fresh Coleslaw Sides,Sides,Vegetables,,,,,
Grilled Coleslaw Sides Small,Sides,Vegetables,,,,,
Fried Coleslaw Sides Small,Sides,Vegetables,,,,,
Grilled Coleslaw Sides Medium,Sides,Vegetables,,,,,
Fried Coleslaw Sides Medium,Sides,Vegetables,,,,,
Grilled Coleslaw Sides Large,Sides,Vegetables,,,,,
Fried Coleslaw Sides Large,Sides,Vegetables,,,,,
Corn Sides,Sides,Vegetables,,,,,
Corn Sides Small,Sides,Vegetables,,,,,
Corn Sides Medium,Sides,Vegetables,,,,,
Corn Sides Large,Sides,Vegetables,,,,,
Corn Sides Extra Large,Sides,Vegetables,,,,,
Corn Sides King Size,Sides,Vegetables,,,,,
Corn Sides Family Size,Sides,Vegetables,,,,,
Grilled Corn Sides,Sides,Vegetables,,,,,
Fried Corn Sides,Sides,Vegetables,,,,,
Baked Corn Sides,Sides,Vegetables,,,,,
Fresh Corn Sides,Sides,Vegetables,,,,,
Grilled Corn Sides Small,Sides,Vegetables,,,,,
Fried Corn Sides Small,Sides,Vegetables,,,,,
Grilled Corn Sides Medium,Sides,Vegetables,,,,,
Fried Corn Sides Medium,Sides,Vegetables,,,,,
Grilled Corn Sides Large,Sides,Vegetables,,,,,
Fried Corn Sides Large,Sides,Vegetables,,,,,
Beans Sides,Sides,Vegetables,,,,,
Beans Sides Small,Sides,Vegetables,,,,,
Beans Sides Medium,Sides,Vegetables,,,,,
Beans Sides Large,Sides,Vegetables,,,,,
Beans Sides Extra Large,Sides,Vegetables,,,,,
Beans Sides King Size,Sides,Vegetables,,,,,
Beans Sides Family Size,Sides,Vegetables,,,,,
Grilled Beans Sides,Sides,Vegetables,,,,,
Fried Beans Sides,Sides,Vegetables,,,,,
Baked Beans Sides,Sides,Vegetables,,,,,
Fresh Beans Sides,Sides,Vegetables,,,,,
Grilled Beans Sides Small,Sides,Vegetables,,,,,
Fried Beans Sides Small,Sides,Vegetables,,,,,
Grilled Beans Sides Medium,Sides,Vegetables,,,,,
Fried Beans Sides Medium,Sides,Vegetables,,,,,
Grilled Beans Sides Large,Sides,Vegetables,,,,,
Fried Beans Sides Large,Sides,Vegetables,,,,,
Garden Side Salad Sides,Sides,Vegetables,,,,,
Garden Side Salad Sides Small,Sides,Vegetables,,,,,
Garden Side Salad Sides Medium,Sides,Vegetables,,,,,
Garden Side Salad Sides Large,Sides,Vegetables,,,,,
Garden Side Salad Sides Extra Large,Sides,Vegetables,,,,,
Garden Side Salad Sides King Size,Sides,Vegetables,,,,,
Garden Side Salad Sides Family Size,Sides,Vegetables,,,,,
Grilled Garden Side Salad Sides,Sides,Vegetables,,,,,
Fried Garden Side Salad Sides,Sides,Vegetables,,,,,
Baked Garden Side Salad Sides,Sides,Vegetables,,,,,
Fresh Garden Side Salad Sides,Sides,Vegetables,,,,,
Grilled Garden Side Salad Sides Small,Sides,Vegetables,,,,,
Fried Garden Side Salad Sides Small,Sides,Vegetables,,,,,
Grilled Garden Side Salad Sides Medium,Sides,Vegetables,,,,,
Fried Garden Side Salad Sides Medium,Sides,Vegetables,,,,,
Grilled Garden Side Salad Sides Large,Sides,Vegetables,,,,,
Fried Garden Side Salad Sides Large,Sides,Vegetables,,,,,
Veggie Wrap Wraps,Wraps,Vegetables,,,,,
Veggie Wrap Wraps Small,Wraps,Vegetables,,,,,
Veggie Wrap Wraps Medium,Wraps,Vegetables,,,,,
Veggie Wrap Wraps Large,Wraps,Vegetables,,,,,
Veggie Wrap Wraps Extra Large,Wraps,Vegetables,,,,,
Veggie Wrap Wraps King Size,Wraps,Vegetables,,,,,
Veggie Wrap Wraps Family Size,Wraps,Vegetables,,,,,
Grilled Veggie Wrap Wraps,Wraps,Vegetables,,,,,
Fried Veggie Wrap Wraps,Wraps,Vegetables,,,,,
Baked Veggie Wrap Wraps,Wraps,Vegetables,,,,,
Fresh Veggie Wrap Wraps,Wraps,Vegetables,,,,,
Grilled Veggie Wrap Wraps Small,Wraps,Vegetables,,,,,
Fried Veggie Wrap Wraps Small,Wraps,Vegetables,,,,,
Grilled Veggie Wrap Wraps Medium,Wraps,Vegetables,,,,,
Fried Veggie Wrap Wraps Medium,Wraps,Vegetables,,,,,
Grilled Veggie Wrap Wraps Large,Wraps,Vegetables,,,,,
Fried Veggie Wrap Wraps Large,Wraps,Vegetables,,,,,
Garden Wrap Wraps,Wraps,Vegetables,,,,,
Garden Wrap Wraps Small,Wraps,Vegetables,,,,,
Garden Wrap Wraps Medium,Wraps,Vegetables,,,,,
Garden Wrap Wraps Large,Wraps,Vegetables,,,,,
Garden Wrap Wraps Extra Large,Wraps,Vegetables,,,,,
Garden Wrap Wraps King Size,Wraps,Vegetables,,,,,
Garden Wrap Wraps Family Size,Wraps,Vegetables,,,,,
Grilled Garden Wrap Wraps,Wraps,Vegetables,,,,,
Fried Garden Wrap Wraps,Wraps,Vegetables,,,,,
Baked Garden Wrap Wraps,Wraps,Vegetables,,,,,
Fresh Garden Wrap Wraps,Wraps,Vegetables,,,,,
Grilled Garden Wrap Wraps Small,Wraps,Vegetables,,,,,
Fried Garden Wrap Wraps Small,Wraps,Vegetables,,,,,
Grilled Garden Wrap Wraps Medium,Wraps,Vegetables,,,,,
Fried Garden Wrap Wraps Medium,Wraps,Vegetables,,,,,
Grilled Garden Wrap Wraps Large,Wraps,Vegetables,,,,,
Fried Garden Wrap Wraps Large,Wraps,Vegetables,,,,,
Apple Pie Dessert,Dessert,Bakery,,,,,
Apple Pie Dessert Small,Dessert,Bakery,,,,,
Apple Pie Dessert Medium,Dessert,Bakery,,,,,
Apple Pie Dessert Large,Dessert,Bakery,,,,,
Apple Pie Dessert Extra Large,Dessert,Bakery,,,,,
Apple Pie Dessert King Size,Dessert,Bakery,,,,,
Apple Pie Dessert Family Size,Dessert,Bakery,,,,,
Hot Apple Pie Dessert,Dessert,Bakery,,,,,
Iced Apple Pie Dessert,Dessert,Bakery,,,,,
Cold Apple Pie Dessert,Dessert,Bakery,,,,,
Hot Apple Pie Dessert Small,Dessert,Bakery,,,,,
Iced Apple Pie Dessert Small,Dessert,Bakery,,,,,
Hot Apple Pie Dessert Medium,Dessert,Bakery,,,,,
Iced Apple Pie Dessert Medium,Dessert,Bakery,,,,,
Hot Apple Pie Dessert Large,Dessert,Bakery,,,,,
Iced Apple Pie Dessert Large,Dessert,Bakery,,,,,
Cookies Dessert,Dessert,Bakery,,,,,
Cookies Dessert Small,Dessert,Bakery,,,,,
Cookies Dessert Medium,Dessert,Bakery,,,,,
Cookies Dessert Large,Dessert,Bakery,,,,,
Cookies Dessert Extra Large,Dessert,Bakery,,,,,
Cookies Dessert King Size,Dessert,Bakery,,,,,
Cookies Dessert Family Size,Dessert,Bakery,,,,,
Hot Cookies Dessert,Dessert,Bakery,,,,,
Iced Cookies Dessert,Dessert,Bakery,,,,,
Cold Cookies Dessert,Dessert,Bakery,,,,,
Hot Cookies Dessert Small,Dessert,Bakery,,,,,
Iced Cookies Dessert Small,Dessert,Bakery,,,,,
Hot Cookies Dessert Medium,Dessert,Bakery,,,,,
Iced Cookies Dessert Medium,Dessert,Bakery,,,,,
Hot Cookies Dessert Large,Dessert,Bakery,,,,,
Iced Cookies Dessert Large,Dessert,Bakery,,,,,
Sundae Dessert,Dessert,Bakery,,,,,
Sundae Dessert Small,Dessert,Bakery,,,,,
Sundae Dessert Medium,Dessert,Bakery,,,,,
Sundae Dessert Large,Dessert,Bakery,,,,,
Sundae Dessert Extra Large,Dessert,Bakery,,,,,
Sundae Dessert King Size,Dessert,Bakery,,,,,
Sundae Dessert Family Size,Dessert,Bakery,,,,,
Hot Sundae Dessert,Dessert,Bakery,,,,,
Iced Sundae Dessert,Dessert,Bakery,,,,,
Cold Sundae Dessert,Dessert,Bakery,,,,,
Hot Sundae Dessert Small,Dessert,Bakery,,,,,
Iced Sundae Dessert Small,Dessert,Bakery,,,,,
Hot Sundae Dessert Medium,Dessert,Bakery,,,,,
Iced Sundae Dessert Medium,Dessert,Bakery,,,,,
Hot Sundae Dessert Large,Dessert,Bakery,,,,,
Iced Sundae Dessert Large,Dessert,Bakery,,,,,
Frosty Dessert,Dessert,Bakery,,,,,
Frosty Dessert Small,Dessert,Bakery,,,,,
Frosty Dessert Medium,Dessert,Bakery,,,,,
Frosty Dessert Large,Dessert,Bakery,,,,,
Frosty Dessert Extra Large,Dessert,Bakery,,,,,
Frosty Dessert King Size,Dessert,Bakery,,,,,
Frosty Dessert Family Size,Dessert,Bakery,,,,,
Hot Frosty Dessert,Dessert,Bakery,,,,,
Iced Frosty Dessert,Dessert,Bakery,,,,,
Cold Frosty Dessert,Dessert,Bakery,,,,,
Hot Frosty Dessert Small,Dessert,Bakery,,,,,
Iced Frosty Dessert Small,Dessert,Bakery,,,,,
Hot Frosty Dessert Medium,Dessert,Bakery,,,,,
Iced Frosty Dessert Medium,Dessert,Bakery,,,,,
Hot Frosty Dessert Large,Dessert,Bakery,,,,,
Iced Frosty Dessert Large,Dessert,Bakery,,,,,
Cake Dessert,Dessert,Bakery,,,,,
Cake Dessert Small,Dessert,Bakery,,,,,
Cake Dessert Medium,Dessert,Bakery,,,,,
Cake Dessert Large,Dessert,Bakery,,,,,
Cake Dessert Extra Large,Dessert,Bakery,,,,,
Cake Dessert King Size,Dessert,Bakery,,,,,
Cake Dessert Family Size,Dessert,Bakery,,,,,
Hot Cake Dessert,Dessert,Bakery,,,,,
Iced Cake Dessert,Dessert,Bakery,,,,,
Cold Cake Dessert,Dessert,Bakery,,,,,
Hot Cake Dessert Small,Dessert,Bakery,,,,,
Iced Cake Dessert Small,Dessert,Bakery,,,,,
Hot Cake Dessert Medium,Dessert,Bakery,,,,,
Iced Cake Dessert Medium,Dessert,Bakery,,,,,
Hot Cake Dessert Large,Dessert,Bakery,,,,,
Iced Cake Dessert Large,Dessert,Bakery,,,,,
Croissant Breakfast,Breakfast,Bakery,,,,,
Croissant Breakfast Small,Breakfast,Bakery,,,,,
Croissant Breakfast Medium,Breakfast,Bakery,,,,,
Croissant Breakfast Large,Breakfast,Bakery,,,,,
Croissant Breakfast Extra Large,Breakfast,Bakery,,,,,
Croissant Breakfast King Size,Breakfast,Bakery,,,,,
Croissant Breakfast Family Size,Breakfast,Bakery,,,,,
Hot Croissant Breakfast,Breakfast,Bakery,,,,,
Iced Croissant Breakfast,Breakfast,Bakery,,,,,
Cold Croissant Breakfast,Breakfast,Bakery,,,,,
Hot Croissant Breakfast Small,Breakfast,Bakery,,,,,
Iced Croissant Breakfast Small,Breakfast,Bakery,,,,,
Hot Croissant Breakfast Medium,Breakfast,Bakery,,,,,
Iced Croissant Breakfast Medium,Breakfast,Bakery,,,,,
Hot Croissant Breakfast Large,Breakfast,Bakery,,,,,
Iced Croissant Breakfast Large,Breakfast,Bakery,,,,,
Hash Browns Breakfast,Breakfast,Bakery,,,,,
Hash Browns Breakfast Small,Breakfast,Bakery,,,,,
Hash Browns Breakfast Medium,Breakfast,Bakery,,,,,
Hash Browns Breakfast Large,Breakfast,Bakery,,,,,
Hash Browns Breakfast Extra Large,Breakfast,Bakery,,,,,
Hash Browns Breakfast King Size,Breakfast,Bakery,,,,,
Hash Browns Breakfast Family Size,Breakfast,Bakery,,,,,
Hot Hash Browns Breakfast,Breakfast,Bakery,,,,,
Iced Hash Browns Breakfast,Breakfast,Bakery,,,,,
Cold Hash Browns Breakfast,Breakfast,Bakery,,,,,
Hot Hash Browns Breakfast Small,Breakfast,Bakery,,,,,
Iced Hash Browns Breakfast Small,Breakfast,Bakery,,,,,
Hot Hash Browns Breakfast Medium,Breakfast,Bakery,,,,,
Iced Hash Browns Breakfast Medium,Breakfast,Bakery,,,,,
Hot Hash Browns Breakfast Large,Breakfast,Bakery,,,,,
Iced Hash Browns Breakfast Large,Breakfast,Bakery,,,,,
Pancakes Breakfast,Breakfast,Bakery,,,,,
Pancakes Breakfast Small,Breakfast,Bakery,,,,,
Pancakes Breakfast Medium,Breakfast,Bakery,,,,,
Pancakes Breakfast Large,Breakfast,Bakery,,,,,
Pancakes Breakfast Extra Large,Breakfast,Bakery,,,,,
Pancakes Breakfast King Size,Breakfast,Bakery,,,,,
Pancakes Breakfast Family Size,Breakfast,Bakery,,,,,
Hot Pancakes Breakfast,Breakfast,Bakery,,,,,
Iced Pancakes Breakfast,Breakfast,Bakery,,,,,
Cold Pancakes Breakfast,Breakfast,Bakery,,,,,
Hot Pancakes Breakfast Small,Breakfast,Bakery,,,,,
Iced Pancakes Breakfast Small,Breakfast,Bakery,,,,,
Hot Pancakes Breakfast Medium,Breakfast,Bakery,,,,,
Iced Pancakes Breakfast Medium,Breakfast,Bakery,,,,,
Hot Pancakes Breakfast Large,Breakfast,Bakery,,,,,
Iced Pancakes Breakfast Large,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast Small,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast Medium,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast Large,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast Extra Large,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast King Size,Breakfast,Bakery,,,,,
Breakfast Sandwich Breakfast Family Size,Breakfast,Bakery,,,,,
Hot Breakfast Sandwich Breakfast,Breakfast,Bakery,,,,,
Iced Breakfast Sandwich Breakfast,Breakfast,Bakery,,,,,
Cold Breakfast Sandwich Breakfast,Breakfast,Bakery,,,,,
