menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code,final_unique_code
4-piece BBQ Pork Ribs Medium,Pork Ribs,Pork,,,,,4BPRM,PR,PO,4BPRMPRPO
6-piece BBQ Pork Ribs Medium,Pork Ribs,Pork,,,,,6BPRM,PR,PO,6BPRMPRPO
4-piece BBQ Pork Ribs Large,Pork Ribs,Pork,,,,,4BPRL,PR,PO,4BPRLPRPO
6-piece BBQ Pork Ribs Large,Pork Ribs,Pork,,,,,6BPRL,PR,PO,6BPRLPRPO
Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,DRPR,PR,PO,DRPRPRPO
Dry Rub Pork Ribs Small,Pork Ribs,Pork,,,,,DRPRS,PR,PO,DRPRSPRPO
Dry Rub Pork Ribs Medium,Pork Ribs,Pork,,,,,DRPRM,PR,PO,DRPRMPRPO
Dry Rub Pork Ribs Large,Pork Ribs,Pork,,,,,DRPRL,PR,PO,DRPRLPRPO
Dry Rub Pork Ribs Extra Large,Pork Ribs,Pork,,,,,DRPREL,PR,PO,DRPRELPRPO
Dry Rub Pork Ribs King Size,Pork Ribs,Pork,,,,,DRPRKS,PR,PO,DRPRKSPRPO
Dry Rub Pork Ribs Family Size,Pork Ribs,Pork,,,,,DRPRFS,PR,PO,DRPRFSPRPO
4-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,4DRPR,PR,PO,4DRPRPRPO
6-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,6DRPR,PR,PO,6DRPRPRPO
8-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,8DRPR,PR,PO,8DRPRPRPO
10-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,1DRPR,PR,PO,1DRPRPRPO
12-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,1DRPR,PR,PO,1DRPRPRPO
15-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,1DRPR,PR,PO,1DRPRPRPO
20-piece Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,2DRPR,PR,PO,2DRPRPRPO
Dry Rub Pork Ribs Combo,Pork Ribs,Pork,,,,,DRPRC,PR,PO,DRPRCPRPO
Dry Rub Pork Ribs Value Meal,Pork Ribs,Pork,,,,,DRPRVM,PR,PO,DRPRVMPRPO
Dry Rub Pork Ribs Deluxe Meal,Pork Ribs,Pork,,,,,DRPRDM,PR,PO,DRPRDMPRPO
Dry Rub Pork Ribs Family Meal,Pork Ribs,Pork,,,,,DRPRFM,PR,PO,DRPRFMPRPO
Grilled Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,GDRPR,PR,PO,GDRPRPRPO
Fried Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,FDRPR,PR,PO,FDRPRPRPO
Baked Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,BDRPR,PR,PO,BDRPRPRPO
Fresh Dry Rub Pork Ribs,Pork Ribs,Pork,,,,,FDRPR,PR,PO,FDRPRPRPO
4-piece Dry Rub Pork Ribs Small,Pork Ribs,Pork,,,,,4DRPRS,PR,PO,4DRPRSPRPO
6-piece Dry Rub Pork Ribs Small,Pork Ribs,Pork,,,,,6DRPRS,PR,PO,6DRPRSPRPO
4-piece Dry Rub Pork Ribs Medium,Pork Ribs,Pork,,,,,4DRPRM,PR,PO,4DRPRMPRPO
6-piece Dry Rub Pork Ribs Medium,Pork Ribs,Pork,,,,,6DRPRM,PR,PO,6DRPRMPRPO
4-piece Dry Rub Pork Ribs Large,Pork Ribs,Pork,,,,,4DRPRL,PR,PO,4DRPRLPRPO
6-piece Dry Rub Pork Ribs Large,Pork Ribs,Pork,,,,,6DRPRL,PR,PO,6DRPRLPRPO
Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,HGPR,PR,PO,HGPRPRPO
Honey Glazed Pork Ribs Small,Pork Ribs,Pork,,,,,HGPRS,PR,PO,HGPRSPRPO
Honey Glazed Pork Ribs Medium,Pork Ribs,Pork,,,,,HGPRM,PR,PO,HGPRMPRPO
Honey Glazed Pork Ribs Large,Pork Ribs,Pork,,,,,HGPRL,PR,PO,HGPRLPRPO
Honey Glazed Pork Ribs Extra Large,Pork Ribs,Pork,,,,,HGPREL,PR,PO,HGPRELPRPO
Honey Glazed Pork Ribs King Size,Pork Ribs,Pork,,,,,HGPRKS,PR,PO,HGPRKSPRPO
Honey Glazed Pork Ribs Family Size,Pork Ribs,Pork,,,,,HGPRFS,PR,PO,HGPRFSPRPO
4-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,4HGPR,PR,PO,4HGPRPRPO
6-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,6HGPR,PR,PO,6HGPRPRPO
8-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,8HGPR,PR,PO,8HGPRPRPO
10-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,1HGPR,PR,PO,1HGPRPRPO
12-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,1HGPR,PR,PO,1HGPRPRPO
15-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,1HGPR,PR,PO,1HGPRPRPO
20-piece Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,2HGPR,PR,PO,2HGPRPRPO
Honey Glazed Pork Ribs Combo,Pork Ribs,Pork,,,,,HGPRC,PR,PO,HGPRCPRPO
Honey Glazed Pork Ribs Value Meal,Pork Ribs,Pork,,,,,HGPRVM,PR,PO,HGPRVMPRPO
Honey Glazed Pork Ribs Deluxe Meal,Pork Ribs,Pork,,,,,HGPRDM,PR,PO,HGPRDMPRPO
Honey Glazed Pork Ribs Family Meal,Pork Ribs,Pork,,,,,HGPRFM,PR,PO,HGPRFMPRPO
Grilled Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,GHGPR,PR,PO,GHGPRPRPO
Fried Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,FHGPR,PR,PO,FHGPRPRPO
Baked Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,BHGPR,PR,PO,BHGPRPRPO
Fresh Honey Glazed Pork Ribs,Pork Ribs,Pork,,,,,FHGPR,PR,PO,FHGPRPRPO
4-piece Honey Glazed Pork Ribs Small,Pork Ribs,Pork,,,,,4HGPRS,PR,PO,4HGPRSPRPO
6-piece Honey Glazed Pork Ribs Small,Pork Ribs,Pork,,,,,6HGPRS,PR,PO,6HGPRSPRPO
4-piece Honey Glazed Pork Ribs Medium,Pork Ribs,Pork,,,,,4HGPRM,PR,PO,4HGPRMPRPO
6-piece Honey Glazed Pork Ribs Medium,Pork Ribs,Pork,,,,,6HGPRM,PR,PO,6HGPRMPRPO
4-piece Honey Glazed Pork Ribs Large,Pork Ribs,Pork,,,,,4HGPRL,PR,PO,4HGPRLPRPO
6-piece Honey Glazed Pork Ribs Large,Pork Ribs,Pork,,,,,6HGPRL,PR,PO,6HGPRLPRPO
Original Fish Burger,Fish Burger,Fish,,,,,OFB,FB,FI,OFBFBFI
Original Fish Burger Small,Fish Burger,Fish,,,,,OFBS,FB,FI,OFBSFBFI
Original Fish Burger Medium,Fish Burger,Fish,,,,,OFBM,FB,FI,OFBMFBFI
Original Fish Burger Large,Fish Burger,Fish,,,,,OFBL,FB,FI,OFBLFBFI
Original Fish Burger Extra Large,Fish Burger,Fish,,,,,OFBEL,FB,FI,OFBELFBFI
Original Fish Burger King Size,Fish Burger,Fish,,,,,OFBKS,FB,FI,OFBKSFBFI
Original Fish Burger Family Size,Fish Burger,Fish,,,,,OFBFS,FB,FI,OFBFSFBFI
Original Fish Burger Combo,Fish Burger,Fish,,,,,OFBC,FB,FI,OFBCFBFI
Original Fish Burger Value Meal,Fish Burger,Fish,,,,,OFBVM,FB,FI,OFBVMFBFI
Original Fish Burger Deluxe Meal,Fish Burger,Fish,,,,,OFBDM,FB,FI,OFBDMFBFI
Original Fish Burger Family Meal,Fish Burger,Fish,,,,,OFBFM,FB,FI,OFBFMFBFI
Grilled Original Fish Burger,Fish Burger,Fish,,,,,GOFB,FB,FI,GOFBFBFI
Fried Original Fish Burger,Fish Burger,Fish,,,,,FOFB,FB,FI,FOFBFBFI
Baked Original Fish Burger,Fish Burger,Fish,,,,,BOFB,FB,FI,BOFBFBFI
Fresh Original Fish Burger,Fish Burger,Fish,,,,,FOFB,FB,FI,FOFBFBFI
Original Fish Burger on Sesame Bun,Fish Burger,Fish,,,,,OFBoSB,FB,FI,OFBoSBFBFI
Original Fish Burger on Brioche,Fish Burger,Fish,,,,,OFBoB,FB,FI,OFBoBFBFI
Original Fish Burger on Whole Wheat,Fish Burger,Fish,,,,,OFBoWW,FB,FI,OFBoWWFBFI
Original Fish Burger on Sourdough,Fish Burger,Fish,,,,,OFBoS,FB,FI,OFBoSFBFI
Original Fish Burger Combo Small,Fish Burger,Fish,,,,,OFBCS,FB,FI,OFBCSFBFI
Original Fish Burger Value Meal Small,Fish Burger,Fish,,,,,OFBVMS,FB,FI,OFBVMSFBFI
Original Fish Burger Combo Medium,Fish Burger,Fish,,,,,OFBCM,FB,FI,OFBCMFBFI
Original Fish Burger Value Meal Medium,Fish Burger,Fish,,,,,OFBVMM,FB,FI,OFBVMMFBFI
Original Fish Burger Combo Large,Fish Burger,Fish,,,,,OFBCL,FB,FI,OFBCLFBFI
Original Fish Burger Value Meal Large,Fish Burger,Fish,,,,,OFBVML,FB,FI,OFBVMLFBFI
Deluxe Fish Burger,Fish Burger,Fish,,,,,DFB,FB,FI,DFBFBFI
Deluxe Fish Burger Small,Fish Burger,Fish,,,,,DFBS,FB,FI,DFBSFBFI
Deluxe Fish Burger Medium,Fish Burger,Fish,,,,,DFBM,FB,FI,DFBMFBFI
Deluxe Fish Burger Large,Fish Burger,Fish,,,,,DFBL,FB,FI,DFBLFBFI
Deluxe Fish Burger Extra Large,Fish Burger,Fish,,,,,DFBEL,FB,FI,DFBELFBFI
Deluxe Fish Burger King Size,Fish Burger,Fish,,,,,DFBKS,FB,FI,DFBKSFBFI
Deluxe Fish Burger Family Size,Fish Burger,Fish,,,,,DFBFS,FB,FI,DFBFSFBFI
Deluxe Fish Burger Combo,Fish Burger,Fish,,,,,DFBC,FB,FI,DFBCFBFI
Deluxe Fish Burger Value Meal,Fish Burger,Fish,,,,,DFBVM,FB,FI,DFBVMFBFI
Deluxe Fish Burger Deluxe Meal,Fish Burger,Fish,,,,,DFBDM,FB,FI,DFBDMFBFI
Deluxe Fish Burger Family Meal,Fish Burger,Fish,,,,,DFBFM,FB,FI,DFBFMFBFI
Grilled Deluxe Fish Burger,Fish Burger,Fish,,,,,GDFB,FB,FI,GDFBFBFI
Fried Deluxe Fish Burger,Fish Burger,Fish,,,,,FDFB,FB,FI,FDFBFBFI
Baked Deluxe Fish Burger,Fish Burger,Fish,,,,,BDFB,FB,FI,BDFBFBFI
Fresh Deluxe Fish Burger,Fish Burger,Fish,,,,,FDFB,FB,FI,FDFBFBFI
Deluxe Fish Burger on Sesame Bun,Fish Burger,Fish,,,,,DFBoSB,FB,FI,DFBoSBFBFI
Deluxe Fish Burger on Brioche,Fish Burger,Fish,,,,,DFBoB,FB,FI,DFBoBFBFI
Deluxe Fish Burger on Whole Wheat,Fish Burger,Fish,,,,,DFBoWW,FB,FI,DFBoWWFBFI
Deluxe Fish Burger on Sourdough,Fish Burger,Fish,,,,,DFBoS,FB,FI,DFBoSFBFI
Deluxe Fish Burger Combo Small,Fish Burger,Fish,,,,,DFBCS,FB,FI,DFBCSFBFI
Deluxe Fish Burger Value Meal Small,Fish Burger,Fish,,,,,DFBVMS,FB,FI,DFBVMSFBFI
Deluxe Fish Burger Combo Medium,Fish Burger,Fish,,,,,DFBCM,FB,FI,DFBCMFBFI
Deluxe Fish Burger Value Meal Medium,Fish Burger,Fish,,,,,DFBVMM,FB,FI,DFBVMMFBFI
Deluxe Fish Burger Combo Large,Fish Burger,Fish,,,,,DFBCL,FB,FI,DFBCLFBFI
Deluxe Fish Burger Value Meal Large,Fish Burger,Fish,,,,,DFBVML,FB,FI,DFBVMLFBFI
Premium Fish Sandwich,Fish Sandwich,Fish,,,,,PFS,FS,FI,PFSFSFI
Premium Fish Sandwich Small,Fish Sandwich,Fish,,,,,PFSS,FS,FI,PFSSFSFI
Premium Fish Sandwich Medium,Fish Sandwich,Fish,,,,,PFSM,FS,FI,PFSMFSFI
Premium Fish Sandwich Large,Fish Sandwich,Fish,,,,,PFSL,FS,FI,PFSLFSFI
Premium Fish Sandwich Extra Large,Fish Sandwich,Fish,,,,,PFSEL,FS,FI,PFSELFSFI
Premium Fish Sandwich King Size,Fish Sandwich,Fish,,,,,PFSKS,FS,FI,PFSKSFSFI
Premium Fish Sandwich Family Size,Fish Sandwich,Fish,,,,,PFSFS,FS,FI,PFSFSFSFI
Premium Fish Sandwich Combo,Fish Sandwich,Fish,,,,,PFSC,FS,FI,PFSCFSFI
Premium Fish Sandwich Value Meal,Fish Sandwich,Fish,,,,,PFSVM,FS,FI,PFSVMFSFI
Premium Fish Sandwich Deluxe Meal,Fish Sandwich,Fish,,,,,PFSDM,FS,FI,PFSDMFSFI
Premium Fish Sandwich Family Meal,Fish Sandwich,Fish,,,,,PFSFM,FS,FI,PFSFMFSFI
Grilled Premium Fish Sandwich,Fish Sandwich,Fish,,,,,GPFS,FS,FI,GPFSFSFI
Fried Premium Fish Sandwich,Fish Sandwich,Fish,,,,,FPFS,FS,FI,FPFSFSFI
Baked Premium Fish Sandwich,Fish Sandwich,Fish,,,,,BPFS,FS,FI,BPFSFSFI
Fresh Premium Fish Sandwich,Fish Sandwich,Fish,,,,,FPFS,FS,FI,FPFSFSFI
Premium Fish Sandwich on Sesame Bun,Fish Sandwich,Fish,,,,,PFSoSB,FS,FI,PFSoSBFSFI
Premium Fish Sandwich on Brioche,Fish Sandwich,Fish,,,,,PFSoB,FS,FI,PFSoBFSFI
Premium Fish Sandwich on Whole Wheat,Fish Sandwich,Fish,,,,,PFSoWW,FS,FI,PFSoWWFSFI
Premium Fish Sandwich on Sourdough,Fish Sandwich,Fish,,,,,PFSoS,FS,FI,PFSoSFSFI
Premium Fish Sandwich Combo Small,Fish Sandwich,Fish,,,,,PFSCS,FS,FI,PFSCSFSFI
Premium Fish Sandwich Value Meal Small,Fish Sandwich,Fish,,,,,PFSVMS,FS,FI,PFSVMSFSFI
Premium Fish Sandwich Combo Medium,Fish Sandwich,Fish,,,,,PFSCM,FS,FI,PFSCMFSFI
Premium Fish Sandwich Value Meal Medium,Fish Sandwich,Fish,,,,,PFSVMM,FS,FI,PFSVMMFSFI
Premium Fish Sandwich Combo Large,Fish Sandwich,Fish,,,,,PFSCL,FS,FI,PFSCLFSFI
Premium Fish Sandwich Value Meal Large,Fish Sandwich,Fish,,,,,PFSVML,FS,FI,PFSVMLFSFI
Classic Fish Sandwich,Fish Sandwich,Fish,,,,,CFS,FS,FI,CFSFSFI
Classic Fish Sandwich Small,Fish Sandwich,Fish,,,,,CFSS,FS,FI,CFSSFSFI
Classic Fish Sandwich Medium,Fish Sandwich,Fish,,,,,CFSM,FS,FI,CFSMFSFI
Classic Fish Sandwich Large,Fish Sandwich,Fish,,,,,CFSL,FS,FI,CFSLFSFI
Classic Fish Sandwich Extra Large,Fish Sandwich,Fish,,,,,CFSEL,FS,FI,CFSELFSFI
Classic Fish Sandwich King Size,Fish Sandwich,Fish,,,,,CFSKS,FS,FI,CFSKSFSFI
Classic Fish Sandwich Family Size,Fish Sandwich,Fish,,,,,CFSFS,FS,FI,CFSFSFSFI
Classic Fish Sandwich Combo,Fish Sandwich,Fish,,,,,CFSC,FS,FI,CFSCFSFI
Classic Fish Sandwich Value Meal,Fish Sandwich,Fish,,,,,CFSVM,FS,FI,CFSVMFSFI
Classic Fish Sandwich Deluxe Meal,Fish Sandwich,Fish,,,,,CFSDM,FS,FI,CFSDMFSFI
Classic Fish Sandwich Family Meal,Fish Sandwich,Fish,,,,,CFSFM,FS,FI,CFSFMFSFI
Grilled Classic Fish Sandwich,Fish Sandwich,Fish,,,,,GCFS,FS,FI,GCFSFSFI
Fried Classic Fish Sandwich,Fish Sandwich,Fish,,,,,FCFS,FS,FI,FCFSFSFI
Baked Classic Fish Sandwich,Fish Sandwich,Fish,,,,,BCFS,FS,FI,BCFSFSFI
Fresh Classic Fish Sandwich,Fish Sandwich,Fish,,,,,FCFS,FS,FI,FCFSFSFI
Classic Fish Sandwich on Sesame Bun,Fish Sandwich,Fish,,,,,CFSoSB,FS,FI,CFSoSBFSFI
Classic Fish Sandwich on Brioche,Fish Sandwich,Fish,,,,,CFSoB,FS,FI,CFSoBFSFI
Classic Fish Sandwich on Whole Wheat,Fish Sandwich,Fish,,,,,CFSoWW,FS,FI,CFSoWWFSFI
Classic Fish Sandwich on Sourdough,Fish Sandwich,Fish,,,,,CFSoS,FS,FI,CFSoSFSFI
Classic Fish Sandwich Combo Small,Fish Sandwich,Fish,,,,,CFSCS,FS,FI,CFSCSFSFI
Classic Fish Sandwich Value Meal Small,Fish Sandwich,Fish,,,,,CFSVMS,FS,FI,CFSVMSFSFI
Classic Fish Sandwich Combo Medium,Fish Sandwich,Fish,,,,,CFSCM,FS,FI,CFSCMFSFI
Classic Fish Sandwich Value Meal Medium,Fish Sandwich,Fish,,,,,CFSVMM,FS,FI,CFSVMMFSFI
Classic Fish Sandwich Combo Large,Fish Sandwich,Fish,,,,,CFSCL,FS,FI,CFSCLFSFI
Classic Fish Sandwich Value Meal Large,Fish Sandwich,Fish,,,,,CFSVML,FS,FI,CFSVMLFSFI
Grilled Fish Fillet,Fish Fillet,Fish,,,,,GFF,FF,FI,GFFFFFI
Grilled Fish Fillet Small,Fish Fillet,Fish,,,,,GFFS,FF,FI,GFFSFFFI
Grilled Fish Fillet Medium,Fish Fillet,Fish,,,,,GFFM,FF,FI,GFFMFFFI
Grilled Fish Fillet Large,Fish Fillet,Fish,,,,,GFFL,FF,FI,GFFLFFFI
Grilled Fish Fillet Extra Large,Fish Fillet,Fish,,,,,GFFEL,FF,FI,GFFELFFFI
Grilled Fish Fillet King Size,Fish Fillet,Fish,,,,,GFFKS,FF,FI,GFFKSFFFI
Grilled Fish Fillet Family Size,Fish Fillet,Fish,,,,,GFFFS,FF,FI,GFFFSFFFI
Grilled Fish Fillet Combo,Fish Fillet,Fish,,,,,GFFC,FF,FI,GFFCFFFI
Grilled Fish Fillet Value Meal,Fish Fillet,Fish,,,,,GFFVM,FF,FI,GFFVMFFFI
Grilled Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,GFFDM,FF,FI,GFFDMFFFI
Grilled Fish Fillet Family Meal,Fish Fillet,Fish,,,,,GFFFM,FF,FI,GFFFMFFFI
Grilled Grilled Fish Fillet,Fish Fillet,Fish,,,,,GGFF,FF,FI,GGFFFFFI
Fried Grilled Fish Fillet,Fish Fillet,Fish,,,,,FGFF,FF,FI,FGFFFFFI
Baked Grilled Fish Fillet,Fish Fillet,Fish,,,,,BGFF,FF,FI,BGFFFFFI
Fresh Grilled Fish Fillet,Fish Fillet,Fish,,,,,FGFF,FF,FI,FGFFFFFI
Grilled Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,GFFoSB,FF,FI,GFFoSBFFFI
Grilled Fish Fillet on Brioche,Fish Fillet,Fish,,,,,GFFoB,FF,FI,GFFoBFFFI
Grilled Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,GFFoWW,FF,FI,GFFoWWFFFI
Grilled Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,GFFoS,FF,FI,GFFoSFFFI
Grilled Fish Fillet Combo Small,Fish Fillet,Fish,,,,,GFFCS,FF,FI,GFFCSFFFI
Grilled Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,GFFVMS,FF,FI,GFFVMSFFFI
Grilled Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,GFFCM,FF,FI,GFFCMFFFI
Grilled Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,GFFVMM,FF,FI,GFFVMMFFFI
Grilled Fish Fillet Combo Large,Fish Fillet,Fish,,,,,GFFCL,FF,FI,GFFCLFFFI
Grilled Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,GFFVML,FF,FI,GFFVMLFFFI
Battered Fish Fillet,Fish Fillet,Fish,,,,,BFF,FF,FI,BFFFFFI
Battered Fish Fillet Small,Fish Fillet,Fish,,,,,BFFS,FF,FI,BFFSFFFI
Battered Fish Fillet Medium,Fish Fillet,Fish,,,,,BFFM,FF,FI,BFFMFFFI
Battered Fish Fillet Large,Fish Fillet,Fish,,,,,BFFL,FF,FI,BFFLFFFI
Battered Fish Fillet Extra Large,Fish Fillet,Fish,,,,,BFFEL,FF,FI,BFFELFFFI
Battered Fish Fillet King Size,Fish Fillet,Fish,,,,,BFFKS,FF,FI,BFFKSFFFI
Battered Fish Fillet Family Size,Fish Fillet,Fish,,,,,BFFFS,FF,FI,BFFFSFFFI
Battered Fish Fillet Combo,Fish Fillet,Fish,,,,,BFFC,FF,FI,BFFCFFFI
Battered Fish Fillet Value Meal,Fish Fillet,Fish,,,,,BFFVM,FF,FI,BFFVMFFFI
Battered Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,BFFDM,FF,FI,BFFDMFFFI
Battered Fish Fillet Family Meal,Fish Fillet,Fish,,,,,BFFFM,FF,FI,BFFFMFFFI
Grilled Battered Fish Fillet,Fish Fillet,Fish,,,,,GBFF,FF,FI,GBFFFFFI
Fried Battered Fish Fillet,Fish Fillet,Fish,,,,,FBFF,FF,FI,FBFFFFFI
Baked Battered Fish Fillet,Fish Fillet,Fish,,,,,BBFF,FF,FI,BBFFFFFI
Fresh Battered Fish Fillet,Fish Fillet,Fish,,,,,FBFF,FF,FI,FBFFFFFI
Battered Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,BFFoSB,FF,FI,BFFoSBFFFI
Battered Fish Fillet on Brioche,Fish Fillet,Fish,,,,,BFFoB,FF,FI,BFFoBFFFI
Battered Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,BFFoWW,FF,FI,BFFoWWFFFI
Battered Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,BFFoS,FF,FI,BFFoSFFFI
Battered Fish Fillet Combo Small,Fish Fillet,Fish,,,,,BFFCS,FF,FI,BFFCSFFFI
Battered Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,BFFVMS,FF,FI,BFFVMSFFFI
Battered Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,BFFCM,FF,FI,BFFCMFFFI
Battered Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,BFFVMM,FF,FI,BFFVMMFFFI
Battered Fish Fillet Combo Large,Fish Fillet,Fish,,,,,BFFCL,FF,FI,BFFCLFFFI
Battered Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,BFFVML,FF,FI,BFFVMLFFFI
Cajun Fish Fillet,Fish Fillet,Fish,,,,,CFF,FF,FI,CFFFFFI
Cajun Fish Fillet Small,Fish Fillet,Fish,,,,,CFFS,FF,FI,CFFSFFFI
Cajun Fish Fillet Medium,Fish Fillet,Fish,,,,,CFFM,FF,FI,CFFMFFFI
Cajun Fish Fillet Large,Fish Fillet,Fish,,,,,CFFL,FF,FI,CFFLFFFI
Cajun Fish Fillet Extra Large,Fish Fillet,Fish,,,,,CFFEL,FF,FI,CFFELFFFI
Cajun Fish Fillet King Size,Fish Fillet,Fish,,,,,CFFKS,FF,FI,CFFKSFFFI
Cajun Fish Fillet Family Size,Fish Fillet,Fish,,,,,CFFFS,FF,FI,CFFFSFFFI
Cajun Fish Fillet Combo,Fish Fillet,Fish,,,,,CFFC,FF,FI,CFFCFFFI
Cajun Fish Fillet Value Meal,Fish Fillet,Fish,,,,,CFFVM,FF,FI,CFFVMFFFI
Cajun Fish Fillet Deluxe Meal,Fish Fillet,Fish,,,,,CFFDM,FF,FI,CFFDMFFFI
Cajun Fish Fillet Family Meal,Fish Fillet,Fish,,,,,CFFFM,FF,FI,CFFFMFFFI
Grilled Cajun Fish Fillet,Fish Fillet,Fish,,,,,GCFF,FF,FI,GCFFFFFI
Fried Cajun Fish Fillet,Fish Fillet,Fish,,,,,FCFF,FF,FI,FCFFFFFI
Baked Cajun Fish Fillet,Fish Fillet,Fish,,,,,BCFF,FF,FI,BCFFFFFI
Fresh Cajun Fish Fillet,Fish Fillet,Fish,,,,,FCFF,FF,FI,FCFFFFFI
Cajun Fish Fillet on Sesame Bun,Fish Fillet,Fish,,,,,CFFoSB,FF,FI,CFFoSBFFFI
Cajun Fish Fillet on Brioche,Fish Fillet,Fish,,,,,CFFoB,FF,FI,CFFoBFFFI
Cajun Fish Fillet on Whole Wheat,Fish Fillet,Fish,,,,,CFFoWW,FF,FI,CFFoWWFFFI
Cajun Fish Fillet on Sourdough,Fish Fillet,Fish,,,,,CFFoS,FF,FI,CFFoSFFFI
Cajun Fish Fillet Combo Small,Fish Fillet,Fish,,,,,CFFCS,FF,FI,CFFCSFFFI
Cajun Fish Fillet Value Meal Small,Fish Fillet,Fish,,,,,CFFVMS,FF,FI,CFFVMSFFFI
Cajun Fish Fillet Combo Medium,Fish Fillet,Fish,,,,,CFFCM,FF,FI,CFFCMFFFI
Cajun Fish Fillet Value Meal Medium,Fish Fillet,Fish,,,,,CFFVMM,FF,FI,CFFVMMFFFI
Cajun Fish Fillet Combo Large,Fish Fillet,Fish,,,,,CFFCL,FF,FI,CFFCLFFFI
Cajun Fish Fillet Value Meal Large,Fish Fillet,Fish,,,,,CFFVML,FF,FI,CFFVMLFFFI
Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,PVB,VB,VE,PVBVBVE
Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,PVBS,VB,VE,PVBSVBVE
Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,PVBM,VB,VE,PVBMVBVE
Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,PVBL,VB,VE,PVBLVBVE
Plant-Based Veggie Burger Extra Large,Veggie Burger,Vegetables,,,,,PVBEL,VB,VE,PVBELVBVE
Plant-Based Veggie Burger King Size,Veggie Burger,Vegetables,,,,,PVBKS,VB,VE,PVBKSVBVE
Plant-Based Veggie Burger Family Size,Veggie Burger,Vegetables,,,,,PVBFS,VB,VE,PVBFSVBVE
Grilled Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,GPVB,VB,VE,GPVBVBVE
Fried Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,FPVB,VB,VE,FPVBVBVE
Baked Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,BPVB,VB,VE,BPVBVBVE
Fresh Plant-Based Veggie Burger,Veggie Burger,Vegetables,,,,,FPVB,VB,VE,FPVBVBVE
Grilled Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,GPVBS,VB,VE,GPVBSVBVE
Fried Plant-Based Veggie Burger Small,Veggie Burger,Vegetables,,,,,FPVBS,VB,VE,FPVBSVBVE
Grilled Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,GPVBM,VB,VE,GPVBMVBVE
Fried Plant-Based Veggie Burger Medium,Veggie Burger,Vegetables,,,,,FPVBM,VB,VE,FPVBMVBVE
Grilled Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,GPVBL,VB,VE,GPVBLVBVE
Fried Plant-Based Veggie Burger Large,Veggie Burger,Vegetables,,,,,FPVBL,VB,VE,FPVBLVBVE
Garden Veggie Burger,Veggie Burger,Vegetables,,,,,GVB,VB,VE,GVBVBVE
Garden Veggie Burger Small,Veggie Burger,Vegetables,,,,,GVBS,VB,VE,GVBSVBVE
